Unnamed: 0,Category,Title,Webindex,Company,Description,StemmedTitle,StemmedDescription
469.0,Engineering,Contract Mechanical Development Engineer – Solidworks,71469076,Redline Group,"The Redline Group are currently seeking an experienced Contract Mechanical Development Engineer – SolidWorks to create ****D SolidWorks designs along with electrical design schemes which will support product development activities from concept to prototype and manufacture. You will be based near Newmarket, Suffolk and play a pivotal role in bringing this new range of electrical switching and circuit protection devices to market. Position Overview – Mechanical Development Engineer – Solidworks An experienced electromechanical design/development engineer Experience of taking new product developments from concept to production Solid Works strongly preferred Knowledge of small mechanical mechanism design Sheet metal and plastics (injection moulding and metal stamping) Knowledge of coil winding for transformers, solenoids, etc is an distinct advantage An understanding of electrical circuits and electrical principles Familiarity with basic magnetics Experience in design for manufacture and assembly (DFM) Understanding of the use of common design tools such as FMEA’s, the writing of product specifications and the translation into manufacturing documents The ability to design and build prototypes in plastic and metal with an awareness of the common methods used Experience with interfacing with customers and suppliers About You: Degree qualified in mechanical design engineering or similar Extensive exposure to SolidWorks Substantial experience in design and development and DFM in small teams Ability to provide substantial design input, taking ownership for product advancement. Ideally experience in the field of circuit breakers or similar For more information or to apply for the Mechanical Development Engineer – Solidworks please contact Daniel on [blocked] or Dsaddiredlinegroup.Com quoting reference number DWS****/****",contract mechan develop engin – solidwork,"the redlin group are current seek an experienc contract mechan develop engin – solidwork to creat * * * * d solidwork design along with electr design scheme which will support product develop activ from concept to prototyp and manufactur . you will be base near newmarket , suffolk and play a pivot role in bring thi new rang of electr switch and circuit protect devic to market . posit overview – mechan develop engin – solidwork an experienc electromechan design/develop engin experi of take new product develop from concept to product solid work strongli prefer knowledg of small mechan mechan design sheet metal and plastic ( inject mould and metal stamp ) knowledg of coil wind for transform , solenoid , etc is an distinct advantag an understand of electr circuit and electr principl familiar with basic magnet experi in design for manufactur and assembl ( dfm ) understand of the use of common design tool such as fmea ’ s , the write of product specif and the translat into manufactur document the abil to design and build prototyp in plastic and metal with an awar of the common method use experi with interfac with custom and supplier about you : degre qualifi in mechan design engin or similar extens exposur to solidwork substanti experi in design and develop and dfm in small team abil to provid substanti design input , take ownership for product advanc . ideal experi in the field of circuit breaker or similar for more inform or to appli for the mechan develop engin – solidwork pleas contact daniel on [ block ] or dsaddiredlinegroup.com quot refer number dw * * * * / * * * *"
470.0,Engineering,Simulation Engineer,70253617,Neon Contracts,"Job Purpose: Design, configuration and testing of virtual test environments as part of large automated system within cost and time scale constraints for diverse industries, especially automotive. Ensure the solution meets the requirements of customers, project and business. Main Duties: Simulation Engineering Assistance with design commissioning activities prior to the project handover phase. Compliance with company, customer industry standards. Build and configure simulation models using different simulation and software technologies. Support commissioning activities by providing up to date virtual test systems of automated equipment. Design and develop cost effective bespoke simulation software applications and tools. Provide support for software standards and development of tools for validation and testing of controls software. Maintenance of progress / status documentation in accordance with company customer administrative systems. Use of knowledge and experience to train and develop other members of the team. General **** Liaise with Project Sales and Project Engineers during design phase. **** Liaise with Project Managers, Customer and subcontractors during order installation / commissioning phases. **** Liaise with purchase departments. **** To maintain and use wherever possible, standard product information for the execution of orders. **** Where necessary to develop special and new standard solutions to suit specific projects and new markets. **** To innovate wherever possible to improve our delivered product to the end customer (e.g. reduced price, reduced timescale, improved functionality). **** To provide technical backup to the service team as required, including bug fixes, enhancements and modifications. **** To maintain and improve upon personal skills related to the position, through experience and training. **** To comply with the company policy as defined in the Staff Handbook, Safety Manual, and Quality Assurance Manual. General **** Liaise with Project Sales and Project Engineers during design phase. **** Liaise with Project Managers, Customer and subcontractors during order installation / commissioning phases. **** Liaise with purchase departments. **** To maintain and use wherever possible, standard product information for the execution of orders. **** Where necessary to develop special and new standard solutions to suit specific projects and new markets. **** To innovate wherever possible to improve our delivered product to the end customer (e.g. reduced price, reduced timescale, improved functionality). **** To provide technical backup to the service team as required, including bug fixes, enhancements and modifications. **** To maintain and improve upon personal skills related to the position, through experience and training. **** To comply with the company policy as defined in the Staff Handbook, Safety Manual, and Quality Assurance Manual. To maintain and use wherever possible, standard product information for the execution of orders. **** Where necessary to develop special and new standard solutions to suit specific projects and new markets. **** To innovate wherever possible to improve our delivered product to the end customer (e.g. reduced price, reduced timescale, improved functionality). **** To provide technical backup to the service team as required, including bug fixes, enhancements and modifications. **** To maintain and improve upon personal skills related to the position, through experience and training. **** To comply with the company policy as defined in the Staff Handbook, Safety Manual, and Quality Assurance Manual Qualification/Experience/Knowledge: Time served apprenticeship in Mechanical and Electrical Engineering and BTEC / City and and Guilds HNC / HND in Electrical / Mechanical Engineering or equivalent Experience in industrial automation. Experience in industrial robotics. Experience in developing desktop or web applications. Experience with Automotive manufacturing. Strong mathematical analytical skills Visual C / Visual Basic /.NET MS SQL / XML / HTML Allen Bradley / Rockwell Software Siemens S**** /STEP **** ABB RAPID / Kuka KRL / Fanuc KAREL / Kawasaki AS InterBus CMD / ProFiBus DP Configurator Communications / Networking AutoCad Microsoft Office. EPLAN comprehension This job was originally posted as www.totaljobs.com/JobSeeking/SimulationEngineer_job****",simul engin,"job purpos : design , configur and test of virtual test environ as part of larg autom system within cost and time scale constraint for divers industri , especi automot . ensur the solut meet the requir of custom , project and busi . main duti : simul engin assist with design commiss activ prior to the project handov phase . complianc with compani , custom industri standard . build and configur simul model use differ simul and softwar technolog . support commiss activ by provid up to date virtual test system of autom equip . design and develop cost effect bespok simul softwar applic and tool . provid support for softwar standard and develop of tool for valid and test of control softwar . mainten of progress / statu document in accord with compani custom administr system . use of knowledg and experi to train and develop other member of the team . gener * * * * liais with project sale and project engin dure design phase . * * * * liais with project manag , custom and subcontractor dure order instal / commiss phase . * * * * liais with purchas depart . * * * * to maintain and use wherev possibl , standard product inform for the execut of order . * * * * where necessari to develop special and new standard solut to suit specif project and new market . * * * * to innov wherev possibl to improv our deliv product to the end custom ( e.g . reduc price , reduc timescal , improv function ) . * * * * to provid technic backup to the servic team as requir , includ bug fix , enhanc and modif . * * * * to maintain and improv upon person skill relat to the posit , through experi and train . * * * * to compli with the compani polici as defin in the staff handbook , safeti manual , and qualiti assur manual . gener * * * * liais with project sale and project engin dure design phase . * * * * liais with project manag , custom and subcontractor dure order instal / commiss phase . * * * * liais with purchas depart . * * * * to maintain and use wherev possibl , standard product inform for the execut of order . * * * * where necessari to develop special and new standard solut to suit specif project and new market . * * * * to innov wherev possibl to improv our deliv product to the end custom ( e.g . reduc price , reduc timescal , improv function ) . * * * * to provid technic backup to the servic team as requir , includ bug fix , enhanc and modif . * * * * to maintain and improv upon person skill relat to the posit , through experi and train . * * * * to compli with the compani polici as defin in the staff handbook , safeti manual , and qualiti assur manual . to maintain and use wherev possibl , standard product inform for the execut of order . * * * * where necessari to develop special and new standard solut to suit specif project and new market . * * * * to innov wherev possibl to improv our deliv product to the end custom ( e.g . reduc price , reduc timescal , improv function ) . * * * * to provid technic backup to the servic team as requir , includ bug fix , enhanc and modif . * * * * to maintain and improv upon person skill relat to the posit , through experi and train . * * * * to compli with the compani polici as defin in the staff handbook , safeti manual , and qualiti assur manual qualification/experience/knowledg : time serv apprenticeship in mechan and electr engin and btec / citi and and guild hnc / hnd in electr / mechan engin or equival experi in industri autom . experi in industri robot . experi in develop desktop or web applic . experi with automot manufactur . strong mathemat analyt skill visual c / visual basic /.net ms sql / xml / html allen bradley / rockwel softwar siemen s * * * * /step * * * * abb rapid / kuka krl / fanuc karel / kawasaki as interbu cmd / profibu dp configur commun / network autocad microsoft offic . eplan comprehens thi job wa origin post as www.totaljobs.com/jobseeking/simulationengineer_job * * * *"
471.0,Engineering,Field Sales Executive – Thames Valley – ****K OTE uncapped,72531481,OPENTABLE INTERNATIONAL LTD,"Salary : ****  ****k basic  ****k OTE (uncapped commission) Location : the ideal candidate will be located in or near the Thames Valley area in Oxford or Reading Department : Sales & Restaurant Relations Reports to : UK Area Manager We offer a competitive base salary, uncapped commission and a guaranteed commission amount during your first 2 months OpenTable is a leading provider of free, realtime online restaurant reservations for diners, as well as a computerised reservation book and guest management solution for restaurants. OpenTable has more than **** restaurant customers globally, and since its inception in **** has seated more than 350 million diners around the world. The company is headquartered in San Francisco, California, and the OpenTable service is available throughout the United States, as well as in Canada, Germany, Japan, Mexico, and the United Kingdom. OpenTable also owns and operates toptable.co.uk, a leading restaurant reservation site in the United Kingdom. We have vibrant offices in Shoreditch, London and offer an exciting environment in a fastpaced, fun and growing industry. Description : Reporting to the UK Area Manager, in this business development position, you will be responsible for generating marketspecific revenue through selling OpenTable technology solutions to restaurants in an assigned territory. As Account Executive, you will develop sales plans for each prospect, assess prospect readiness, audit existing prospect processes and identify opportunities for improvement with OpenTable solutions. You will sell the value of OpenTable products to prospective restaurants by articulating how our solutions meet their needs and improve the business process. This will be accomplished through cold calling to secure first appointments, consultative selling and group presentation. You will be expected to meet monthly, quarterly and annual sales objectives. Desired Experience: Approximately 3 years field sales experience Proven track record of meeting and exceeding sales targets Prior knowledge or B2B sales in an assigned territory is a plus Knowledge of restaurant operations and marketing a plus Universitylevel education preferred but not essential Requirements: Competitive, tenacious, enthusiastic and resultsdriven and detailoriented Excellent timemanagement and organisational skills Understand the value of OpenTable’s products and pricing, as well as competitive offerings, and articulate the product benefits in a manner meaningful to the customer Must possess excellent written and oral communication skills, with proven negotiation and decisionmaking ability Must be selfmotivated and have ability to perform well under pressure and against challenging goals and deadlines in an entrepreneurial/startup environment Other benefits: In addition to a dynamic and fun environment, with a strong focus on social aspects within the work place and with restaurants as well as a competitive salary, we also offer a comprehensive benefits package: Pension Life assurance Group income protection Private medical insurance Dental insurance Buy your own bike Subsidised gym membership Childcare vouchers OpenTable is an equal opportunity employer. To apply for the role, please send your CV by email to Nele Werkshage on nwerkshageopentable.com with a covering note & salary expectation. You may also have experience in the following: sales, customer service, field sales, business to business sales, account management, B2B sales, front of house, restaurant, area sales, restaurant manager, account executive, technology sales, cross selling, restaurant general manager, up selling, software sales, hospitality, hotels, leisure sales, bookings, reservation sales, restaurant operations, account management, business development",field sale execut – thame valley – * * * * k ote uncap,"salari : * * * * * * * * k basic * * * * k ote ( uncap commiss ) locat : the ideal candid will be locat in or near the thame valley area in oxford or read depart : sale & restaur relat report to : uk area manag we offer a competit base salari , uncap commiss and a guarante commiss amount dure your first 2 month opent is a lead provid of free , realtim onlin restaur reserv for diner , as well as a computeris reserv book and guest manag solut for restaur . opent ha more than * * * * restaur custom global , and sinc it incept in * * * * ha seat more than 350 million diner around the world . the compani is headquart in san francisco , california , and the opent servic is avail throughout the unit state , as well as in canada , germani , japan , mexico , and the unit kingdom . opent also own and oper toptable.co.uk , a lead restaur reserv site in the unit kingdom . we have vibrant offic in shoreditch , london and offer an excit environ in a fastpac , fun and grow industri . descript : report to the uk area manag , in thi busi develop posit , you will be respons for gener marketspecif revenu through sell opent technolog solut to restaur in an assign territori . as account execut , you will develop sale plan for each prospect , assess prospect readi , audit exist prospect process and identifi opportun for improv with opent solut . you will sell the valu of opent product to prospect restaur by articul how our solut meet their need and improv the busi process . thi will be accomplish through cold call to secur first appoint , consult sell and group present . you will be expect to meet monthli , quarterli and annual sale object . desir experi : approxim 3 year field sale experi proven track record of meet and exceed sale target prior knowledg or b2b sale in an assign territori is a plu knowledg of restaur oper and market a plu universitylevel educ prefer but not essenti requir : competit , tenaci , enthusiast and resultsdriven and detailori excel timemanag and organis skill understand the valu of opent ’ s product and price , as well as competit offer , and articul the product benefit in a manner meaning to the custom must possess excel written and oral commun skill , with proven negoti and decisionmak abil must be selfmotiv and have abil to perform well under pressur and against challeng goal and deadlin in an entrepreneurial/startup environ other benefit : in addit to a dynam and fun environ , with a strong focu on social aspect within the work place and with restaur as well as a competit salari , we also offer a comprehens benefit packag : pension life assur group incom protect privat medic insur dental insur buy your own bike subsidis gym membership childcar voucher opent is an equal opportun employ . to appli for the role , pleas send your cv by email to nele werkshag on nwerkshageopentable.com with a cover note & salari expect . you may also have experi in the follow : sale , custom servic , field sale , busi to busi sale , account manag , b2b sale , front of hous , restaur , area sale , restaur manag , account execut , technolog sale , cross sell , restaur gener manag , up sell , softwar sale , hospit , hotel , leisur sale , book , reserv sale , restaur oper , account manag , busi develop"
472.0,Engineering,Engineering Recruitment Resourcer Birmingham,64144831,Kelly Services,"Salary: &pound**** to &pound**** Location:Birmingham Company: Kelly Services Job Title:&nbspEngineering Recruitment Resourcer Job Description: Exciting opportunity to join our successful engineering department as an Engineering Recruitment resourcer in Birmingham. Our Engineering department specialises in all forms of engineering recruitment incorporating search and selection, contract and temporary staffing solutions. We offer a competitive salary alongside a rewarding bonus scheme and an excellent benefit package including pension, healthcare and life assurance. As an Resourcer you will be responsible for: Managing client account and providing excellent standards of customer service Managing end to end talent acquisition processes including head hunting, screening, interviewing and coordinating interview processes Increasing the positive reputation of Kelly Services Engineering within the account Why Work For Kelly? Kelly Services started the staffing industry as we know it in a small office in Detroit in **** and 65 years later we are a world leader in providing forward thinking workforce solutions. It&rsquos no accident that our company is driven by passionate, creative professionals that like to work hard, but have fun doing it. Kelly employees are up for a challenge, and motivated to work toward new career opportunities and growth within our organisation. We take pride in our high ethical standards and we realise the value of diversity Professional and technical recruitment is hard work, but can be the most rewarding of sectors to work in. Ideally you will have a proven track record in engineering recruitment however, we will consider applicants from other recruitment backgrounds. We are looking for people who are motivated by the rewards that come with sales and who are looking for a long term career with a global leader. PLEASE APPLY NOW",engin recruit resourc birmingham,"salari : & pound * * * * to & pound * * * * locat : birmingham compani : kelli servic job titl : & nbspengin recruit resourc job descript : excit opportun to join our success engin depart as an engin recruit resourc in birmingham . our engin depart specialis in all form of engin recruit incorpor search and select , contract and temporari staf solut . we offer a competit salari alongsid a reward bonu scheme and an excel benefit packag includ pension , healthcar and life assur . as an resourc you will be respons for : manag client account and provid excel standard of custom servic manag end to end talent acquisit process includ head hunt , screen , interview and coordin interview process increas the posit reput of kelli servic engin within the account whi work for kelli ? kelli servic start the staf industri as we know it in a small offic in detroit in * * * * and 65 year later we are a world leader in provid forward think workforc solut . it & rsquo no accid that our compani is driven by passion , creativ profession that like to work hard , but have fun do it . kelli employe are up for a challeng , and motiv to work toward new career opportun and growth within our organis . we take pride in our high ethic standard and we realis the valu of divers profession and technic recruit is hard work , but can be the most reward of sector to work in . ideal you will have a proven track record in engin recruit howev , we will consid applic from other recruit background . we are look for peopl who are motiv by the reward that come with sale and who are look for a long term career with a global leader . pleas appli now"
473.0,Engineering,Data Collectors,72243490,CIP Recruitment Services Ltd,We are looking for people to work throughout the SM and surrounding postcode areas to visit customers in their homes to collect information including reading their gas and electricity meters. The rate of pay is **** per hour for a 37hour week plus performancerelated bonus. There is not a set shift pattern but you will need to meet the productivity requirements meaning that you must be calling when the customers are at home. you can work between 8am and 8pm Monday to Friday and between 8am and 6pm on Saturday. You must expect to work some early mornings and some late evenings as a minimum as flexibility is the key to success. The bonus scheme is very achieveable so selfmotivation and the need to succeed is imperative. Experience of working outdoors would be beneficial as you will be required to work in all weathers. Full training is provided so experience is not necessary. The successful candidate must have a home telephone landline. We are looking for people with a full UK National Insurance number and a ****year checkable history. We need you to hold a full European driving licence with a maximum of 6 penalty points and be able to provide your own transport for business usage which is reclaimable at **** pence per mile. This position is temporary but has the potential to become permanent for the right candidate. This job was originally posted as www.totaljobs.com/JobSeeking/DataCollectors_job****,data collector,we are look for peopl to work throughout the sm and surround postcod area to visit custom in their home to collect inform includ read their ga and electr meter . the rate of pay is * * * * per hour for a 37hour week plu performancerel bonu . there is not a set shift pattern but you will need to meet the product requir mean that you must be call when the custom are at home . you can work between 8am and 8pm monday to friday and between 8am and 6pm on saturday . you must expect to work some earli morn and some late even as a minimum as flexibl is the key to success . the bonu scheme is veri achiev so selfmotiv and the need to succeed is imper . experi of work outdoor would be benefici as you will be requir to work in all weather . full train is provid so experi is not necessari . the success candid must have a home telephon landlin . we are look for peopl with a full uk nation insur number and a * * * * year checkabl histori . we need you to hold a full european drive licenc with a maximum of 6 penalti point and be abl to provid your own transport for busi usag which is reclaim at * * * * penc per mile . thi posit is temporari but ha the potenti to becom perman for the right candid . thi job wa origin post as www.totaljobs.com/jobseeking/datacollectors_job * * * *
474.0,Engineering,"Drawing Office Manager,esign Manager",69776963,PDQ Engineering Recruitment,"I am currently recruiting for a Design Office manager on behalf of a company based in the Guildford area (within **** miles of the respective named town). Company employs around **** people  and are in a growth stage, you would be leading appx **** other engineers and both companies are involved in high precision products s current products and new products in development. The key functions of this role are: Management and motivation of a design and project team with wide ranging experience and skills. Maintenance of team enthusiasm levels, through sometimes lengthy design projects. Encouragement of creativity and initiative from the team Creation of design briefs and specifications. Ensuring that design and development project schedules are met. Utilising the Design Projects Manager to agree and deliver design projects on time and on budget To investigate new technologies and to incorporate them into products where appropriate. To ensure that all designs are fit for purpose, and fit for production. To act as a conduit for post launch product enhancements and subsequent product value engineering. Managing external and contract industrial designers, toolmakers and subcontractors, on and offsite. Chairing regular design reviews. Maintaining and developing the ****D CAD infrastructure. Managing Engineering change/concession and new product release. Personnel management; career progression, appraisals, welfare etc. for the design team. Maintenance of all design office systems for data, document and process control (including ISO9001). Required Knowledge, Skills, and Experience: As this role is one of technical leadership in addition to departmental management, the candidates will ideally have had experience in Company core technologies i.e. Product design around plastic injection mouldings, castings, precision machining and mechanical assemblies. Candidates will be dynamic, handson experienced designers with good management and communication skills, and be highly selfmotivated. Candidates must have a good formal engineering qualification and a number of years experience in a similar Design Management role, or have demonstrable aptitudes in this area","draw offic manag , esign manag","i am current recruit for a design offic manag on behalf of a compani base in the guildford area ( within * * * * mile of the respect name town ) . compani employ around * * * * peopl and are in a growth stage , you would be lead appx * * * * other engin and both compani are involv in high precis product s current product and new product in develop . the key function of thi role are : manag and motiv of a design and project team with wide rang experi and skill . mainten of team enthusiasm level , through sometim lengthi design project . encourag of creativ and initi from the team creation of design brief and specif . ensur that design and develop project schedul are met . utilis the design project manag to agre and deliv design project on time and on budget to investig new technolog and to incorpor them into product where appropri . to ensur that all design are fit for purpos , and fit for product . to act as a conduit for post launch product enhanc and subsequ product valu engin . manag extern and contract industri design , toolmak and subcontractor , on and offsit . chair regular design review . maintain and develop the * * * * d cad infrastructur . manag engin change/concess and new product releas . personnel manag ; career progress , apprais , welfar etc . for the design team . mainten of all design offic system for data , document and process control ( includ iso9001 ) . requir knowledg , skill , and experi : as thi role is one of technic leadership in addit to department manag , the candid will ideal have had experi in compani core technolog i.e . product design around plastic inject mould , cast , precis machin and mechan assembl . candid will be dynam , handson experienc design with good manag and commun skill , and be highli selfmotiv . candid must have a good formal engin qualif and a number of year experi in a similar design manag role , or have demonstr aptitud in thi area"
475.0,Engineering,Heating Engineer,67945529,Fusion People,"I am currently looking for a Heating Engineer with HVAC experience to work on oil fired boilers and associated pumps and control systems, air handling units, fuel systems, hydraulics etc. You will need to have experience of working in a maintenance environment and have fault finding experience. OFTEC qualified would be an advantage, as would electrical qualifications but that is not essential. This role will be on a temporary to permanent basis. All candidates will need to go through a CRB or MOD clearance. Please email your CV for consideration on this vacancy  Fusion People are committed to promoting equal opportunities to people regardless of age, gender, religion, belief, race, sexuality or disability. We operate as an employment agency and employment business.",heat engin,"i am current look for a heat engin with hvac experi to work on oil fire boiler and associ pump and control system , air handl unit , fuel system , hydraul etc . you will need to have experi of work in a mainten environ and have fault find experi . oftec qualifi would be an advantag , as would electr qualif but that is not essenti . thi role will be on a temporari to perman basi . all candid will need to go through a crb or mod clearanc . pleas email your cv for consider on thi vacanc fusion peopl are commit to promot equal opportun to peopl regardless of age , gender , religion , belief , race , sexual or disabl . we oper as an employ agenc and employ busi ."
476.0,Engineering,Manufacturing Quality Engineer Electronics,68548006,Intech Recruitment Ltd,"Manufacturing Quality Engineer ****  ****  excellent benefits Cambridgeshire A leading PCB manufacturer and assembler in Cambridgeshire now require the services of an experienced Manufacturing / Quality Engineer on a permanent basis to assist with current and future projects. Please be advised that I am only seeking applications from experienced manufacturing / quality engineers who have an electronics bias of at least 8090%. The successful Manufacturing Quality Engineer will be responsible for improving the quality assurance and manufacturing process improvement of all aspects of PCB manufacturing and assembly (PCBA). This will include; overseeing and performing the inspection of company products and electronic sub assemblies, the management and control of relevant documentation and managing nonconformances, liaising on a regular basis with customers and suppliers regarding non conformances and putting procedures in place to reduce and eradicate these issues. A strong Quality Assurance based background in electronics production / manufacturing / assembly and test is essential for this role as you will be required to undertake electronic / PCB root cause analysis testing and undertake faultfinding on failed PCBA’s and any other electromechanical sub assemblies. As this organisation runs a very lean manufacturing culture, you will also be expected to be involved in any process improvement projects in relation to Quality Assurance and lean manufacturing. Suitable candidates will be educated to at least a HNC in electronics and have strong recent quality assurance experience working for an electronics manufacturer / PCBA. There will be a written and practical test at interview stage to determine your electronics experience. The role could also involve supervisory responsibilities where determined. Minimum background required:  •5 years practical work experience in an electronic PCBA / manufacturing environment •The ability to undertake root cause analysis and faultfinding on electronic PCB’s and electronic assemblies and suggest process improvements •Practical work experience as a Quality / Manufacturing / Production Engineer in an electronics manufacturing / assembly environment •Experienced in managing quality data and nonconformances •Educated to a HNC in Electronics as a minimal (Electronics test at interview) For more information and to apply for this position, please send your CV with a covering email to explain why you feel you should be considered for this post. By sending us your CV you are explicitly consenting to our processing of your personal data on a computer database for the purpose of evaluating your application for employment. This processing will be carried out in accordance with the UK Data Protection Act **** By applying for this role you hereby consent to us to finding you work on your behalf. If you do not wish your CV to be sent to our client then you must clearly state this to us. iNTECH Recruitment act as both an employment agency for all permanent positions and as an employment business for temporary contract positions. Skill words: Quality, QA, assurance, electronic, test, inspection, supplier, audit, conformance, engineer, root, cause, route, analysis, PCB, printed circuit board, PCBA, NIC, motherboard, circuit, manufacturing, production, technician, assemble, assembly, engineer Please note: All calls are recorded for training, quality and business purposes.",manufactur qualiti engin electron,"manufactur qualiti engin * * * * * * * * excel benefit cambridgeshir a lead pcb manufactur and assembl in cambridgeshir now requir the servic of an experienc manufactur / qualiti engin on a perman basi to assist with current and futur project . pleas be advis that i am onli seek applic from experienc manufactur / qualiti engin who have an electron bia of at least 8090 % . the success manufactur qualiti engin will be respons for improv the qualiti assur and manufactur process improv of all aspect of pcb manufactur and assembl ( pcba ) . thi will includ ; overse and perform the inspect of compani product and electron sub assembl , the manag and control of relev document and manag nonconform , liais on a regular basi with custom and supplier regard non conform and put procedur in place to reduc and erad these issu . a strong qualiti assur base background in electron product / manufactur / assembl and test is essenti for thi role as you will be requir to undertak electron / pcb root caus analysi test and undertak faultfind on fail pcba ’ s and ani other electromechan sub assembl . as thi organis run a veri lean manufactur cultur , you will also be expect to be involv in ani process improv project in relat to qualiti assur and lean manufactur . suitabl candid will be educ to at least a hnc in electron and have strong recent qualiti assur experi work for an electron manufactur / pcba . there will be a written and practic test at interview stage to determin your electron experi . the role could also involv supervisori respons where determin . minimum background requir : •5 year practic work experi in an electron pcba / manufactur environ •the abil to undertak root caus analysi and faultfind on electron pcb ’ s and electron assembl and suggest process improv •practic work experi as a qualiti / manufactur / product engin in an electron manufactur / assembl environ •experienc in manag qualiti data and nonconform •educ to a hnc in electron as a minim ( electron test at interview ) for more inform and to appli for thi posit , pleas send your cv with a cover email to explain whi you feel you should be consid for thi post . by send us your cv you are explicitli consent to our process of your person data on a comput databas for the purpos of evalu your applic for employ . thi process will be carri out in accord with the uk data protect act * * * * by appli for thi role you herebi consent to us to find you work on your behalf . if you do not wish your cv to be sent to our client then you must clearli state thi to us . intech recruit act as both an employ agenc for all perman posit and as an employ busi for temporari contract posit . skill word : qualiti , qa , assur , electron , test , inspect , supplier , audit , conform , engin , root , caus , rout , analysi , pcb , print circuit board , pcba , nic , motherboard , circuit , manufactur , product , technician , assembl , assembl , engin pleas note : all call are record for train , qualiti and busi purpos ."
477.0,Engineering,CNC Turner / Miller,71818770,Concept Recruitment Group Ltd,Our client in the Chesterfield area are looking to recruit for a CNC Miller / Turner. Applicants should be timeserved or apprentice trained and be capable of both milling and turning. You should be a competent programmer/setter/operator and have previous experience using a Mazatrol programme. This is a permanent role offering competitive rates and an excellent working environment. The organisation offers a day shift and a night shift separately. Therefore please state in your application which shift you intend to apply for. Day shift rate: ****  **** per hour Night shift rate: ****  **** per hour To apply please forward your current CV,cnc turner / miller,our client in the chesterfield area are look to recruit for a cnc miller / turner . applic should be timeserv or apprentic train and be capabl of both mill and turn . you should be a compet programmer/setter/oper and have previou experi use a mazatrol programm . thi is a perman role offer competit rate and an excel work environ . the organis offer a day shift and a night shift separ . therefor pleas state in your applic which shift you intend to appli for . day shift rate : * * * * * * * * per hour night shift rate : * * * * * * * * per hour to appli pleas forward your current cv
478.0,Engineering,ELECTRICAL DESIGN ENGINEER CONTROL PANELS NORTH WEST,70608442,Hawthorn Group,"ELECTRICAL DESIGN ENGINEER CONTROL PANELS NORTH WEST **** BASIC on experience  FLEXIBLE BENEFITS  PENSION  BUPA A well established and successful market leading European group manufacturing sustainable and renewable energy efficient solutions; our client is looking to recruit an additional electrical design engineer for their design team. This is a marvellous opportunity to join one of the North West success stories working in modern offices and world class manufacturing environment in a quality, people orientated business. As an electrical design engineer you will be office based in the modern North West office and production unit with occasional UK wide client site visits. Essentially your role will be to design the cable schedules/diagrams and power/control panels for new sustainable / renewable projects. Secondly you will provide ongoing updates and improvements to existing models/systems, liasing with panel manufacturers for technical support and panel improvements/updates. You will also be expected to work with production and assist with or test new power / control panel designs prior to final production and delivery to client. On site work will involve providing technical support and assisting with the possible commissioning of power / control panels on new project installations. We are seeking electrical control panel / automation design/application/project engineers with experience gained in designing control panels for any electro/mechanical application, machine controls for conveyers, packaging equipment, machinery in general, power generation, CHP, HVAC, building services or industrial process control. You should be competent with AutoCAD, ideally you will have gained an appreciation of LV/HV electrical distribution, cabling, motors, switchgear etc. Preferably you should be qualified to HNC/D in electrical / electronic engineering. For further information call Paul Wrigley on (Apply online only) To forward your curriculum vitae, please click on the apply button. THE HAWTHORN GROUP SPECIALIST RECRUITERS TO THE RENEWABLES AND POWER SECTOR IN THE UK FOR ENGINEERS, SALES AND MANAGEMENT TO BOARD LEVEL",electr design engin control panel north west,"electr design engin control panel north west * * * * basic on experi flexibl benefit pension bupa a well establish and success market lead european group manufactur sustain and renew energi effici solut ; our client is look to recruit an addit electr design engin for their design team . thi is a marvel opportun to join one of the north west success stori work in modern offic and world class manufactur environ in a qualiti , peopl orient busi . as an electr design engin you will be offic base in the modern north west offic and product unit with occasion uk wide client site visit . essenti your role will be to design the cabl schedules/diagram and power/control panel for new sustain / renew project . secondli you will provid ongo updat and improv to exist models/system , lias with panel manufactur for technic support and panel improvements/upd . you will also be expect to work with product and assist with or test new power / control panel design prior to final product and deliveri to client . on site work will involv provid technic support and assist with the possibl commiss of power / control panel on new project instal . we are seek electr control panel / autom design/application/project engin with experi gain in design control panel for ani electro/mechan applic , machin control for convey , packag equip , machineri in gener , power gener , chp , hvac , build servic or industri process control . you should be compet with autocad , ideal you will have gain an appreci of lv/hv electr distribut , cabl , motor , switchgear etc . prefer you should be qualifi to hnc/d in electr / electron engin . for further inform call paul wrigley on ( appli onlin onli ) to forward your curriculum vita , pleas click on the appli button . the hawthorn group specialist recruit to the renew and power sector in the uk for engin , sale and manag to board level"
